1;1;1.9073486328125e-05;20
11;1;2.5987625122070312e-05;20
21;1;2.7894973754882812e-05;20
31;1;2.8848648071289062e-05;20
41;1;2.9087066650390625e-05;20
51;1;3.1948089599609375e-05;20
61;1;3.719329833984375e-05;20
71;1;4.100799560546875e-05;20
81;1;4.57763671875e-05;20
91;1;5.1021575927734375e-05;20
1;2;2.002716064453125e-05;20
11;2;4.410743713378906e-05;20
21;2;4.601478576660156e-05;20
31;2;5.1021575927734375e-05;20
41;2;5.793571472167969e-05;20
51;2;6.818771362304688e-05;20
61;2;8.106231689453125e-05;20
71;2;9.703636169433594e-05;20
81;2;0.00011873245239257812;20
91;2;0.00013327598571777344;20
1;3;2.002716064453125e-05;20
11;3;4.410743713378906e-05;20
21;3;5.2928924560546875e-05;20
31;3;5.984306335449219e-05;20
41;3;7.295608520507812e-05;20
51;3;0.00015115737915039062;20
61;3;0.00011491775512695312;20
71;3;0.00014090538024902344;20
81;3;0.0001742839813232422;20
91;3;0.00022602081298828125;20
1;4;2.193450927734375e-05;20
11;4;5.030632019042969e-05;20
21;4;4.792213439941406e-05;20
31;4;5.412101745605469e-05;20
41;4;6.008148193359375e-05;20
51;4;7.510185241699219e-05;20
61;4;7.414817810058594e-05;20
71;4;8.416175842285156e-05;20
81;4;0.00010013580322265625;20
91;4;0.00022673606872558594;20
1;5;2.09808349609375e-05;20
11;5;4.410743713378906e-05;20
21;5;5.1975250244140625e-05;20
31;5;6.198883056640625e-05;20
41;5;8.392333984375e-05;20
51;5;9.274482727050781e-05;20
61;5;0.0001201629638671875;20
71;5;0.00014591217041015625;20
81;5;0.00016307830810546875;20
91;5;0.00019097328186035156;20
1;6;2.2172927856445312e-05;20
11;6;4.38690185546875e-05;20
21;6;6.604194641113281e-05;20
31;6;6.389617919921875e-05;20
41;6;7.700920104980469e-05;20
51;6;0.00010704994201660156;20
61;6;0.00011897087097167969;20
71;6;0.00013899803161621094;20
81;6;0.00017189979553222656;20
91;6;0.00019884109497070312;20
1;7;3.504753112792969e-05;20
11;7;4.696846008300781e-05;20
21;7;5.817413330078125e-05;20
31;7;6.985664367675781e-05;20
41;7;9.012222290039062e-05;20
51;7;0.0001163482666015625;20
61;7;0.00014591217041015625;20
71;7;0.00024390220642089844;20
81;7;0.00022292137145996094;20
91;7;0.0002830028533935547;20
1;8;1.9788742065429688e-05;20
11;8;4.601478576660156e-05;20
21;8;5.1021575927734375e-05;20
31;8;0.0001270771026611328;20
41;8;7.009506225585938e-05;20
51;8;8.702278137207031e-05;20
61;8;9.393692016601562e-05;20
71;8;0.00012493133544921875;20
81;8;0.0002560615539550781;20
91;8;0.00041484832763671875;20
1;9;2.193450927734375e-05;20
11;9;4.887580871582031e-05;20
21;9;5.7220458984375e-05;20
31;9;0.0001461505889892578;20
41;9;8.797645568847656e-05;20
51;9;0.00011587142944335938;20
61;9;0.00013184547424316406;20
71;9;0.000164031982421875;20
81;9;0.0002701282501220703;20
91;9;0.0004260540008544922;20
