1;0.6299092769622803;20
501;0.3015925884246826;20
1001;0.323559045791626;20
1501;0.3588995933532715;20
2001;0.4045734405517578;20
2501;0.4716033935546875;20
3001;0.5070638656616211;20
3501;0.5346524715423584;20
4001;0.5967285633087158;20
4501;0.6796760559082031;20
5001;0.7753818035125732;20
5501;0.8778872489929199;20
6001;0.9988143444061279;20
6501;1.1247296333312988;20
7001;1.2556922435760498;20
7501;1.398308515548706;20
8001;1.5559592247009277;20
8501;1.719717264175415;20
9001;1.899003505706787;20
9501;2.08856463432312;20
10001;2.278985023498535;20
10501;2.483255624771118;20
11001;2.700181007385254;20
11501;2.9242818355560303;20
12001;3.160210609436035;20
12501;3.406179904937744;20
13001;3.6626739501953125;20
13501;3.9296722412109375;20
14001;4.202539682388306;20
14501;4.491052865982056;20
15001;4.7829179763793945;20
15501;5.091724395751953;20
16001;5.405499219894409;20
16501;5.729481935501099;20
17001;6.065623998641968;20
17501;6.411469221115112;20
18001;6.769487142562866;20
18501;7.133668899536133;20
19001;7.514460325241089;20
19501;7.89546012878418;20
20001;8.29825496673584;20
20501;8.69694709777832;20
21001;9.115087509155273;20
21501;9.537591934204102;20
22001;9.97556185722351;20
22501;10.418938159942627;20
23001;10.877381563186646;20
23501;11.344234704971313;20
24001;11.818073987960815;20
24501;12.313149213790894;20
25001;12.804801225662231;20
25501;13.308602809906006;20
26001;13.826241731643677;20
26501;14.349321365356445;20
27001;14.886977910995483;20
27501;15.578727960586548;20
28001;16.13182258605957;20
28501;16.670486450195312;20
29001;17.27785038948059;20
29501;17.820034980773926;20
30001;18.438639879226685;20
30501;19.053908109664917;20
31001;19.674306869506836;20
31501;20.291168928146362;20
32001;20.972171306610107;20
32501;21.617893934249878;20
33001;22.28898787498474;20
33501;22.96580457687378;20
34001;23.64784002304077;20
34501;24.45469832420349;20
35001;25.110857725143433;20
35501;25.89768409729004;20
36001;26.559998989105225;20
36501;27.34455704689026;20
37001;28.09936761856079;20
37501;28.893731594085693;20
38001;29.704811573028564;20
38501;30.441547393798828;20
