1;5.8650970458984375e-05;20
101;0.009363889694213867;20
201;0.03875446319580078;20
301;0.07797408103942871;20
401;0.13873291015625;20
501;0.21586132049560547;20
601;0.3116910457611084;20
701;0.45290422439575195;20
801;0.5457985401153564;20
901;0.6937098503112793;20
1001;0.8524417877197266;20
1101;1.028047800064087;20
1201;1.2264125347137451;20
1301;1.4377617835998535;20
1401;1.6643555164337158;20
1501;1.9134480953216553;20
1601;2.1794281005859375;20
1701;3.7245895862579346;20
1801;2.7655911445617676;20
1901;3.087270736694336;20
2001;3.4250943660736084;20
2101;3.874260187149048;20
2201;4.2438859939575195;20
2301;4.635867357254028;20
2401;5.0587451457977295;20
2501;5.505156755447388;20
2601;7.213088512420654;20
2701;6.409436941146851;20
2801;6.873795509338379;20
2901;7.4344868659973145;20
3001;7.922311305999756;20
3101;8.4471755027771;20
3201;8.999096155166626;20
3301;9.582763910293579;20
3401;10.146920442581177;20
3501;10.792447566986084;20
3601;11.388615608215332;20
3701;17.224720001220703;20
3801;12.687285900115967;20
3901;13.337135553359985;20
4001;23.069718599319458;20
4101;14.74418830871582;20
4201;15.493407726287842;20
4301;16.232410430908203;20
4401;17.03573775291443;20
4501;17.78294062614441;20
4601;28.651307821273804;20
4701;19.401805639266968;20
4801;20.545294523239136;20
4901;21.075745582580566;20
5001;32.32553195953369;20
5101;25.562089920043945;20
5201;23.729949474334717;20
5301;24.65886402130127;20
5401;27.852859497070312;20
5501;26.55527138710022;20
5601;27.595089435577393;20
5701;43.25118017196655;20
5801;29.514418363571167;20
5901;30.634183168411255;20
6001;31.57375931739807;20
6101;32.722609996795654;20
6201;33.74144649505615;20
6301;34.90918469429016;20
6401;35.92719578742981;20
6501;37.139260053634644;20
6601;46.46100997924805;20
6701;62.99986815452576;20
6801;40.63396906852722;20
6901;41.81633687019348;20
7001;43.0739529132843;20
7101;44.32733702659607;20
7201;71.56860780715942;20
7301;46.88866901397705;20
7401;70.68767809867859;20
7501;70.00427174568176;20
7601;69.56700110435486;20
7701;52.10650849342346;20
7801;53.42994141578674;20
7901;54.863465785980225;20
8001;56.2562997341156;20
8101;57.68645453453064;20
8201;64.57712721824646;20
8301;72.15092539787292;20
8401;62.00200080871582;20
8501;90.88833808898926;20
8601;64.92643594741821;20
8701;79.01334166526794;20
8801;117.03658819198608;20
8901;105.8270583152771;20
9001;71.15285587310791;20
9101;107.23754787445068;20
9201;90.5413932800293;20
9301;80.70139360427856;20
9401;77.72507691383362;20
9501;102.3474555015564;20
9601;136.02603483200073;20
9701;134.09043979644775;20
9801;138.27648735046387;20
9901;144.2798593044281;20
10001;87.87520432472229;20
10101;89.70829701423645;20
10201;91.40399742126465;20
10301;107.72133016586304;20
10401;157.17687225341797;20
10501;96.67543816566467;20
10601;98.71015858650208;20
10701;173.28738617897034;20
10801;102.52038860321045;20
10901;158.5392348766327;20
11001;179.5432369709015;20
11101;117.61343097686768;20
11201;110.19999432563782;20
11301;183.47773432731628;20
11401;131.37524437904358;20
11501;191.24753379821777;20
11601;118.11037588119507;20
11701;134.4031195640564;20
11801;155.6703724861145;20
11901;213.9534831047058;20
12001;126.26906228065491;20
12101;167.18707156181335;20
12201;210.85675072669983;20
12301;204.35690689086914;20
12401;196.29658699035645;20
12501;137.56987929344177;20
12601;139.20975756645203;20
12701;205.70717477798462;20
12801;143.70647192001343;20
12901;208.59260892868042;20
13001;251.19233059883118;20
13101;222.16122174263;20
13201;250.08838057518005;20
13301;227.73143434524536;20
13401;207.11850547790527;20
13501;217.29825234413147;20
